2026-04-22 05:57:16.281479,ml-pod-1776709365,237m,0Mi,35h
2026-04-22 05:57:16.281489,ml-pod-1776709635,236m,0Mi,35h
2026-04-22 05:57:16.281499,ml-pod-1776709823,239m,0Mi,35h
2026-04-22 05:57:16.281508,ml-pod-1776709890,238m,1Mi,35h
2026-04-22 05:57:16.281519,ml-pod-1776710501,237m,0Mi,35h
2026-04-22 05:57:16.281529,ml-pod-1776710648,236m,0Mi,35h
2026-04-22 05:57:16.281539,ml-pod-1776710926,238m,0Mi,35h
2026-04-22 05:57:16.281548,ml-pod-1776710980,232m,0Mi,35h
2026-04-22 05:57:22.535022,cpu-loader-2-deployment-b5f7754c6-fkcnh,1396m,228Mi,35h
2026-04-22 05:57:22.535051,cpu-loader-2-deployment-b5f7754c6-lqpht,1398m,259Mi,35h
2026-04-22 05:57:22.535059,cpu-loader-2-deployment-b5f7754c6-mgcgg,1303m,79Mi,35h
2026-04-22 05:57:22.535066,cpu-loader-2-deployment-b5f7754c6-mmcfh,648m,0Mi,35h
2026-04-22 05:57:22.535072,cpu-loader-2-deployment-b5f7754c6-zmb9v,235m,1Mi,35h
2026-04-22 05:57:22.535079,cpu-loader-deployment-6df58f49b6-r46b4,230m,0Mi,35h
2026-04-22 05:57:22.535084,ml-pod-1776708350,232m,0Mi,35h
2026-04-22 05:57:22.535089,ml-pod-1776708681,238m,0Mi,35h
